,price
2005-07-06,78.16720910743206
2005-07-07,79.68407505722271
2005-07-08,81.9373843088738
2005-07-11,82.28783905823654
2005-07-12,81.55072827057386
2005-07-13,79.95240324678808
2005-07-14,80.18314384487003
2005-07-15,79.59759887490048
2005-07-18,79.31373786946267
2005-07-19,78.88410612568921
2005-07-20,78.80698207847816
2005-07-21,79.6328221905614
2005-07-22,79.77917447893013
2005-07-25,79.6877380928352
2005-07-26,78.93951273347987
2005-07-27,77.7275539125583
2005-07-28,77.3984549450105
2005-07-29,77.3863805826692
2005-08-01,78.71772509545937
2005-08-02,78.84244663373686
2005-08-03,79.60601957369273
2005-08-04,79.25923971074494
2005-08-05,78.40435793801592
2005-08-08,77.71996685827986
2005-08-09,77.21638214287067
2005-08-10,78.8128432902491
2005-08-11,78.23106172590239
2005-08-12,78.88112230880084
2005-08-15,78.23853185451206
2005-08-16,78.95807228590215
2005-08-17,79.27371479323698
2005-08-18,79.18435186330036
2005-08-19,79.18173984202762
2005-08-22,78.72106133597804
2005-08-23,79.08141597350614
2005-08-24,78.76989624148483
2005-08-25,77.89035971030968
2005-08-26,76.98256753699815
2005-08-29,77.13537427604504
2005-08-30,78.32252036674436
2005-08-31,78.46864664936197
2005-09-01,78.40833966628259
2005-09-02,78.64808498898455
2005-09-05,79.65270682172157
2005-09-06,79.84611119180639
2005-09-07,79.56469443747758
2005-09-08,80.42910277594468
2005-09-09,80.78405731376044
2005-09-12,81.99377651535902
2005-09-13,82.16479564142234
2005-09-14,81.24822470524074
2005-09-15,80.23286865048044
2005-09-16,81.52300494233928
2005-09-19,82.89083841410668
2005-09-20,82.77949847311132
2005-09-21,82.50936734270923
2005-09-22,83.68613925859592
2005-09-23,82.84446611537109
2005-09-26,82.17595610799867
2005-09-27,82.70613671972892
2005-09-28,82.42735157901981
2005-09-29,82.45239561278453
2005-09-30,82.35415380700015
2005-10-03,82.64636630416373
2005-10-04,83.78236086644645
2005-10-05,83.88364197241616
2005-10-06,84.42532840264928
2005-10-07,82.83472298730699
2005-10-10,82.82576381240135
2005-10-11,82.19739212353021
2005-10-12,81.28480162576335
2005-10-13,80.64150600697528
2005-10-14,80.41562455902181
2005-10-17,81.14317125014736
2005-10-18,80.16075773906175
2005-10-19,80.21220722382088
2005-10-20,79.87420219548058
2005-10-21,79.65532485676458
2005-10-24,80.44198494374368
2005-10-25,80.8805306914099
2005-10-26,81.93797371852102
2005-10-27,81.84725645449461
2005-10-28,81.33943278291666
2005-10-31,81.19615083967194
2005-11-01,81.41108185193876
2005-11-02,81.5757509746745
2005-11-03,80.77259415658251
2005-11-04,80.8701641872335
2005-11-07,81.07330090685242
2005-11-08,83.05423026762243
2005-11-09,84.57007395763367
2005-11-10,83.92052827182273
2005-11-11,83.72243013013001
2005-11-14,82.6017510494373
2005-11-15,82.17091483769308
2005-11-16,82.44536032789945
2005-11-17,83.4195090203118
2005-11-18,82.8759731601907
2005-11-21,82.39430089439836
2005-11-22,80.76780870270936
2005-11-23,80.6721663505098
2005-11-24,79.89449270266616
2005-11-25,79.52380201033448
2005-11-28,78.89540597187718
2005-11-29,78.8529310597956
2005-11-30,77.58139906871632
2005-12-01,76.5403156285653
2005-12-02,78.12337284856119
2005-12-05,77.20594508232816
2005-12-06,76.43685658373211
2005-12-07,77.8025634403882
2005-12-08,79.99601867143528
2005-12-09,79.14319330995251
2005-12-12,78.89606412411689
2005-12-13,79.17898489564057
2005-12-14,80.51131723214313
2005-12-15,79.79214140145567
2005-12-16,79.63546594330317
2005-12-19,80.2508118038581
2005-12-20,80.60955683923963
2005-12-21,80.35184511955885
2005-12-22,80.27857150267923
2005-12-23,79.27028705949515
2005-12-26,79.11994722816634
2005-12-27,78.94884236349843
2005-12-28,79.15010076984056
2005-12-29,78.76359462974982
2005-12-30,79.14318622769709
2006-01-02,79.93230934746377
2006-01-03,80.07798681212319
2006-01-04,80.37289264353767
2006-01-05,80.44159688005834
2006-01-06,80.46999616516588
2006-01-09,79.95136373596752
2006-01-10,80.21907012429352
2006-01-11,80.17359163572402
2006-01-12,81.8039019243053
2006-01-13,83.05839645982687
2006-01-16,83.39113610262561
2006-01-17,82.82119373401903
2006-01-18,81.98406292114531
2006-01-19,82.94123120697417
2006-01-20,83.17669734488813
2006-01-23,83.58435319703098
2006-01-24,82.24673841403585
2006-01-25,82.99989865581452
2006-01-26,83.3864176270234
2006-01-27,82.54511866358689
2006-01-30,82.2071045722752
2006-01-31,82.44124060920187
2006-02-01,82.51117607365975
2006-02-02,82.3126808041041
2006-02-03,82.2611947182029
2006-02-06,82.09447403805557
2006-02-07,82.2418642017469
2006-02-08,83.42274082967694
2006-02-09,81.45253711589271
2006-02-10,81.29907524052717
2006-02-13,81.46347090218003
2006-02-14,81.72040883637582
2006-02-15,81.46241049249684
2006-02-16,80.14956204688272
2006-02-17,80.4266720764837
2006-02-20,81.77895783123881
2006-02-21,80.63062385231736
2006-02-22,81.32009166144037
2006-02-23,81.0965992058065
2006-02-24,81.07816982230814
2006-02-27,80.30380266885234
2006-02-28,80.0786153781157
2006-03-01,81.09694522699951
2006-03-02,81.57338550516073
2006-03-03,82.94884059296437
2006-03-06,83.90638545492502
2006-03-07,84.28491292857395
2006-03-08,85.71550191474151
2006-03-09,86.10211478135963
2006-03-10,86.80896575712416
2006-03-13,86.59653116202965
2006-03-14,86.68152242860155
2006-03-15,86.14249874344824
2006-03-16,86.98239648579658
2006-03-17,86.04961244206473
2006-03-20,86.7186280569774
2006-03-21,86.59303772642629
2006-03-22,87.58754818819506
2006-03-23,88.24226748861196
2006-03-24,89.80509789476847
2006-03-27,90.4592160220309
2006-03-28,89.15682482768997
2006-03-29,89.13182292243957
2006-03-30,88.18123505075182
2006-03-31,87.78135181740367
2006-04-03,89.07520680658948
2006-04-04,89.64499264606943
2006-04-05,89.08627255620078
2006-04-06,88.26809422963831
2006-04-07,88.32654212524747
2006-04-10,87.34776263069463
2006-04-11,86.82615710587581
2006-04-12,87.11319111656107
2006-04-13,88.10040901070231
2006-04-14,88.63985731375803
2006-04-17,86.77192676779192
2006-04-18,87.05249459304744
2006-04-19,87.14245197601569
2006-04-20,87.51474003991616
2006-04-21,88.89280141927235
2006-04-24,87.20725950639816
2006-04-25,86.752076821396
2006-04-26,87.2685443600119
2006-04-27,86.00432636033979
2006-04-28,87.24290080556806
2006-05-01,87.57792925127801
2006-05-02,88.31241220488823
2006-05-03,87.86819770207802
2006-05-04,88.5776408350431
2006-05-05,89.50797744198861
2006-05-08,89.736753910244
2006-05-09,89.9674097191155
2006-05-10,90.22929716079615
2006-05-11,89.52773926185492
2006-05-12,89.43451492776066
2006-05-15,89.33717197282152
2006-05-16,89.69298624882126
2006-05-17,90.57626549328793
2006-05-18,89.7064044606997
2006-05-19,89.63206492418522
2006-05-22,90.92761451500535
2006-05-23,90.32277823760212
2006-05-24,89.6553011104122
2006-05-25,89.85849236057979
2006-05-26,90.6102189364748
2006-05-29,90.65192269757787
2006-05-30,91.82979661906684
2006-05-31,92.60887242252404
2006-06-01,93.38134435540503
2006-06-02,93.90462855394472
2006-06-05,96.02668430449623
2006-06-06,95.87446707653312
2006-06-07,94.10962983175767
2006-06-08,95.58074034199257
2006-06-09,95.20178278334636
2006-06-12,95.33244703375807
2006-06-13,96.55342659974383
2006-06-14,95.13612413439557
2006-06-15,94.05069822279084
2006-06-16,92.67099271624991
2006-06-19,92.01060184468368
2006-06-20,92.42617020233274
2006-06-21,92.9178210539614
2006-06-22,93.19351950657644
2006-06-23,91.99010213780552
2006-06-26,90.03556353265596
2006-06-27,90.11354788445396
2006-06-28,89.74432878342638
2006-06-29,90.1664860430333
2006-06-30,90.79850559316914
2006-07-03,90.94921452033385
2006-07-04,91.63708369660658
2006-07-05,91.86811905121964
2006-07-06,92.36193023138661
2006-07-07,91.78129597735618
2006-07-10,91.65793441641775
2006-07-11,91.86086408817854
2006-07-12,92.60846325241988
2006-07-13,92.29705290385927
2006-07-14,92.78536862494461
2006-07-17,92.58519093451574
2006-07-18,92.51499293854013
2006-07-19,93.27583936942594
2006-07-20,91.56788869799924
2006-07-21,90.48483980325851
2006-07-24,89.25783176345797
2006-07-25,87.34193918522189
2006-07-26,86.81452414471799
2006-07-27,87.46227904520015
2006-07-28,87.2578811114049
2006-07-31,87.45190700839005
2006-08-01,88.38774497577441
2006-08-02,89.5351213666697
2006-08-03,89.50816554626871
2006-08-04,90.69227868641106
2006-08-07,90.80323574092417
2006-08-08,90.1193077370479
2006-08-09,89.64613267724052
2006-08-10,88.43187561951244
2006-08-11,87.72374322123541
2006-08-14,87.45827634253122
2006-08-15,88.15593060037526
2006-08-16,89.63260189073769
2006-08-17,88.50073959862398
2006-08-18,88.86114316753584
2006-08-21,88.02271698673354
2006-08-22,88.44957159755418
2006-08-23,88.37119845915048
2006-08-24,86.88608178981448
2006-08-25,87.68243730470847
2006-08-28,87.21332105941111
2006-08-29,86.80501384368718
2006-08-30,85.96225938341972
2006-08-31,85.46253922791723
2006-09-01,85.83900521351427
2006-09-04,85.71582814379046
2006-09-05,86.01272475380908
2006-09-06,86.33777936754657
2006-09-07,87.45273993123499
2006-09-08,87.2006417359697
2006-09-11,86.0224989833666
2006-09-12,86.92497276866044
2006-09-13,86.68364945083981
2006-09-14,87.6322752963069
2006-09-15,87.98128534207468
2006-09-18,87.90328488044908
2006-09-19,88.22452447290539
2006-09-20,89.8977126607937
2006-09-21,91.71173124896926
2006-09-22,91.8042024099933
2006-09-25,91.97565439008224
2006-09-26,92.94850331307357
2006-09-27,92.24121507509969
2006-09-28,92.56456958697684
2006-09-29,92.5745487333011
2006-10-02,92.88225247173168
2006-10-03,92.186175227238
2006-10-04,90.84387352914153
2006-10-05,89.11313014822028
2006-10-06,88.20825766073102
2006-10-09,87.85772031163975
2006-10-10,87.64551790978183
2006-10-11,89.29609610151053
2006-10-12,90.2659766220092
2006-10-13,89.48060374164646
2006-10-16,89.80670176408907
2006-10-17,89.49343379548907
2006-10-18,89.28472798132337
2006-10-19,89.4727222356348
2006-10-20,90.02942839040941
2006-10-23,89.77289480762893
2006-10-24,90.71182512150398
2006-10-25,89.76988882884885
2006-10-26,89.80688892178398
2006-10-27,92.07095948348623
2006-10-30,92.29774098048051
2006-10-31,93.58914954884358
2006-11-01,93.7031137808399
2006-11-02,94.2519419478344
2006-11-03,94.23456648742878
2006-11-06,94.11609226702797
2006-11-07,93.4583432779865
2006-11-08,93.87216958885027
2006-11-09,93.15268035033195
2006-11-10,93.77340087730225
2006-11-13,94.77336632678984
2006-11-14,95.13567233760335
2006-11-15,94.91211791812349
2006-11-16,95.35370069359752
2006-11-17,95.10947906478434
2006-11-20,95.98778187558125
2006-11-21,94.37421908049721
2006-11-22,94.10855194146252
2006-11-23,92.38731643951562
2006-11-24,91.12342323178873
2006-11-27,92.337870572628
2006-11-28,93.15504370404621
2006-11-29,92.55647279999964
2006-11-30,91.28384559764329
2006-12-01,88.79353580796973
2006-12-04,88.36981792016087
2006-12-05,90.4460409015103
2006-12-06,90.85046311499113
2006-12-07,90.40319537499953
2006-12-08,90.83333931505186
2006-12-11,89.53493674425718
2006-12-12,89.31519629075024
2006-12-13,89.43068008037095
2006-12-14,89.3894269844864
2006-12-15,90.09160687262762
2006-12-18,90.41731445414533
2006-12-19,91.02216519701601
2006-12-20,90.46388645033839
2006-12-21,91.2667435921439
2006-12-22,92.71503571248512
2006-12-25,91.9013563478238
2006-12-26,91.16581900607109
2006-12-27,92.35632496249717
2006-12-28,92.22196600103567
2006-12-29,93.48634594943847
2007-01-01,93.12903513929788
2007-01-02,94.45155683869966
2007-01-03,94.60229007470213
2007-01-04,94.86680918712638
2007-01-05,96.31376789801965
2007-01-08,96.0189003038564
2007-01-09,95.20233462506296
2007-01-10,94.83306297792893
2007-01-11,95.27280907253537
2007-01-12,93.90668727300319
2007-01-15,94.50732238254862
2007-01-16,94.06053733074573
2007-01-17,95.11974598062825
2007-01-18,93.02470760533998
2007-01-19,92.36840339949322
2007-01-22,90.9401431041175
2007-01-23,90.26470948581262
2007-01-24,90.50806613151144
2007-01-25,90.3867445328478
2007-01-26,90.20236217599374
2007-01-29,90.09851130841781
2007-01-30,90.30363032847426
2007-01-31,89.47865232194826
2007-02-01,90.11001918268737
2007-02-02,90.70796284839606
2007-02-05,91.07065151840003
2007-02-06,91.58307875518975
2007-02-07,91.8723022875166
2007-02-08,93.68905861056774
2007-02-09,93.6449620542049
2007-02-12,93.40652007134808
2007-02-13,92.77648070689924
2007-02-14,91.90830397970143
2007-02-15,90.86586549930598
2007-02-16,90.13767745333251
2007-02-19,90.10922689552086
2007-02-20,90.42615413779514
2007-02-21,90.50173038577599
2007-02-22,89.88108554015302
2007-02-23,90.68080038276491
2007-02-26,91.34875260551098
2007-02-27,91.2431823271957
2007-02-28,90.71393469492138
2007-03-01,91.21736818892217
2007-03-02,91.4117188842313
2007-03-05,90.20116581227397
2007-03-06,90.17499589185054
2007-03-07,90.43038873316996
2007-03-08,89.69645389640755
2007-03-09,89.88915222969285
2007-03-12,88.69315104724349
2007-03-13,89.85170830938378
2007-03-14,90.94953820155108
2007-03-15,90.76474556072246
2007-03-16,91.1090780588157
2007-03-19,89.0891905628262
2007-03-20,88.15210014802658
2007-03-21,87.93869868994135
2007-03-22,87.08297882279629
2007-03-23,87.7036956753309
2007-03-26,89.40609881561826
2007-03-27,88.4487349212122
2007-03-28,87.7824869016283
2007-03-29,88.0089906232718
2007-03-30,89.39053236584616
2007-04-02,88.39510595328485
2007-04-03,88.63456966338583
2007-04-04,90.20490433250029
2007-04-05,88.83922922409741
2007-04-06,87.80123260608636
2007-04-09,87.4812964520951
2007-04-10,87.08268765481331
2007-04-11,87.78482441692555
2007-04-12,88.0164998612754
2007-04-13,86.58310142603108
2007-04-16,87.03645169904205
2007-04-17,86.59325874619176
2007-04-18,87.67322457666161
2007-04-19,87.1855480228469
2007-04-20,86.69318853036843
2007-04-23,87.16829825384075
2007-04-24,87.82988976776905
2007-04-25,88.2336311952827
2007-04-26,86.8700202517102
2007-04-27,87.3435428852732
2007-04-30,86.52453381347546
2007-05-01,86.74765046232247
2007-05-02,85.61859502035512
2007-05-03,86.01072704225282
2007-05-04,85.3877425658453
2007-05-07,84.38882478863722
2007-05-08,84.98987518713801
2007-05-09,85.2141621634075
2007-05-10,84.75106306165613
2007-05-11,85.95146903693997
2007-05-14,85.6244807197348
2007-05-15,85.68063209615998
2007-05-16,85.92888016508074
2007-05-17,85.4573028321949
2007-05-18,85.86882758255254
2007-05-21,85.4671766025584
2007-05-22,85.16537622046913
2007-05-23,86.29942317120357
2007-05-24,85.4851334150361
2007-05-25,83.5876710737256
2007-05-28,84.89966439538657
2007-05-29,87.0002687571498
2007-05-30,86.69827225589421
2007-05-31,85.15598897541425
2007-06-01,84.93643250094387
2007-06-04,84.73686539487939
2007-06-05,84.61472658618969
2007-06-06,83.7586943970233
2007-06-07,84.24830915019656
2007-06-08,84.69671449322269
2007-06-11,83.53854880884391
2007-06-12,84.1219185900987
2007-06-13,85.7996897762748
2007-06-14,85.96948827285924
2007-06-15,85.72608929644886
2007-06-18,85.64129486125536
2007-06-19,86.17097430436326
2007-06-20,84.80311443609268
2007-06-21,84.96486326196204
2007-06-22,84.68177799298147
2007-06-25,86.20368536218322
2007-06-26,86.09224479231536
2007-06-27,87.49061884076987
2007-06-28,86.61338697494058
2007-06-29,87.12602621868251
2007-07-02,87.42015644863604
2007-07-03,86.73576706639767
2007-07-04,86.9118820375056
2007-07-05,87.94434435193078
2007-07-06,87.7065692382839
2007-07-09,86.34591021885934
2007-07-10,86.3619918657495
2007-07-11,85.65886789721318
2007-07-12,85.41230017638802
2007-07-13,85.37654131278296
2007-07-16,84.04115801285467
2007-07-17,82.79703912630441
2007-07-18,83.20434644461291
2007-07-19,82.82355838742804
2007-07-20,80.868968255224
2007-07-23,81.49962594199967
2007-07-24,81.73842956461655
2007-07-25,81.21751816773025
2007-07-26,80.24145459168084
2007-07-27,80.90617066061128
2007-07-30,81.20228051685393
2007-07-31,83.08041464434905
2007-08-01,83.44031463649563
2007-08-02,83.77605395894453
2007-08-03,83.6734795668623
2007-08-06,84.35145558041329
2007-08-07,84.88104008178584
2007-08-08,85.92120195579643
2007-08-09,85.52910812328774
2007-08-10,85.20794941952362
2007-08-13,84.85295486365311
2007-08-14,85.51949589090441
2007-08-15,86.76947265191045
2007-08-16,86.42451808256784
2007-08-17,86.10864886158876
2007-08-20,86.39499890516763
2007-08-21,86.22496438162389
2007-08-22,87.03479573810739
2007-08-23,85.23250514161805
2007-08-24,84.59908330610331
2007-08-27,84.0055168972117
2007-08-28,82.2126639739188
2007-08-29,81.49616861301007
2007-08-30,80.82293532834534
2007-08-31,80.69791193199595
2007-09-03,81.57977878069207
2007-09-04,81.41976031354817
2007-09-05,80.6589609625942
2007-09-06,80.64396081605669
2007-09-07,81.4761110877395
2007-09-10,80.75663293519173
2007-09-11,80.09297593076778
2007-09-12,80.54516903543212
2007-09-13,80.40505088001305
2007-09-14,80.92698544457151
2007-09-17,80.94505299262234
2007-09-18,81.51221181001317
2007-09-19,80.74729482110173
2007-09-20,80.76651442509869
2007-09-21,80.63427467516321
2007-09-24,79.7412403261131
2007-09-25,78.59952066722337
2007-09-26,79.13834337464968
2007-09-27,78.90412415367184
2007-09-28,78.17313442480415
2007-10-01,78.12963356885231
2007-10-02,78.99466944754057
2007-10-03,77.33770491220265
2007-10-04,76.27855877183508
2007-10-05,75.64290222574822
2007-10-08,76.72155025492434
2007-10-09,76.95378259233047
2007-10-10,77.5410648082802
2007-10-11,76.7371801806354
2007-10-12,75.95643117588823
2007-10-15,76.30538605723623
2007-10-16,76.3743074379878
2007-10-17,76.79838617124285
2007-10-18,76.68932230273205
2007-10-19,76.91822762143191
2007-10-22,77.0603704181919
2007-10-23,77.65613381925986
2007-10-24,78.2781284377253
2007-10-25,77.11625316178863
2007-10-26,75.52257024786799
2007-10-29,76.26768645381254
2007-10-30,77.15562390280996
2007-10-31,76.44202981252833
2007-11-01,75.13684591475226
2007-11-02,75.23368253965408
2007-11-05,75.92506095930128
2007-11-06,77.25291641563776
2007-11-07,77.65806471738343
2007-11-08,77.41303629198437
2007-11-09,76.78951330941801
2007-11-12,76.82487434811627
2007-11-13,76.63492167078108
2007-11-14,75.93012896765606
2007-11-15,77.44164349170367
2007-11-16,78.78677114625359
2007-11-19,79.66512706282737
2007-11-20,79.002768934922
2007-11-21,79.67168535838877
2007-11-22,80.18290531116588
2007-11-23,80.54726758305814
2007-11-26,81.53273503224536
2007-11-27,82.05259728665197
2007-11-28,82.65746425228281
2007-11-29,83.18570457105875
2007-11-30,83.48340517348342
2007-12-03,82.11711936629229
2007-12-04,82.21097760416252
2007-12-05,81.80885611112328
2007-12-06,80.85394067287538
2007-12-07,82.17804559939248
2007-12-10,83.5610777133301
2007-12-11,84.6710242098101
2007-12-12,84.90535510127033
2007-12-13,86.02617041111053
2007-12-14,86.066274351082
2007-12-17,86.26173185299692
2007-12-18,85.40510849327579
2007-12-19,85.75627962965518
2007-12-20,85.83544998297708
2007-12-21,84.81525056068466
2007-12-24,84.80409090604414
2007-12-25,84.77007508976763
2007-12-26,86.25259405350295
2007-12-27,87.01511469734193
2007-12-28,87.05517974031457
2007-12-31,87.29080834364295
2008-01-01,87.35804380352307
2008-01-02,87.22142017808224
2008-01-03,86.36427892064123
2008-01-04,86.27147654702651
2008-01-07,85.69557965960556
2008-01-08,84.71892871741102
2008-01-09,85.1591476243824
2008-01-10,85.50468048269589
2008-01-11,84.10285384895417
2008-01-14,84.035003642924
2008-01-15,84.85925820668196
2008-01-16,85.74304753539973
2008-01-17,86.60871399778583
2008-01-18,86.67108413356604
2008-01-21,86.01206409234209
2008-01-22,85.16578406506797
2008-01-23,85.47365078680035
2008-01-24,85.81074163264175
2008-01-25,86.89152578699677
2008-01-28,87.8302982723289
2008-01-29,87.75152693117505
2008-01-30,86.75645325582462
2008-01-31,86.5257202609198
2008-02-01,86.73404982108788
2008-02-04,86.59908186956314
2008-02-05,86.15782682969031
2008-02-06,86.39437153944496
2008-02-07,86.01423096960444
2008-02-08,85.53539567994217
2008-02-11,85.8177112515754
2008-02-12,85.5224675454505
2008-02-13,85.75015314054923
2008-02-14,86.0020892740559
2008-02-15,85.11107603937194
2008-02-18,84.75477286615735
2008-02-19,85.94434703742232
2008-02-20,85.0357301250378
2008-02-21,83.38122803649526
2008-02-22,81.9560067314421
2008-02-25,82.00742940826358
2008-02-26,82.06028573694567
2008-02-27,81.99801449306918
2008-02-28,82.97341302505345
2008-02-29,80.9325832512051
2008-03-03,81.26455215084565
2008-03-04,82.50148517373543
2008-03-05,81.65572646601805
2008-03-06,81.39186257133397
2008-03-07,80.84334924521474
2008-03-10,80.19127584448226
2008-03-11,79.9725959473122
2008-03-12,81.0871640881307
2008-03-13,82.53632757365128
2008-03-14,82.3037264802909
2008-03-17,83.82821919896531
2008-03-18,83.88594210486674
2008-03-19,85.31762435089787
2008-03-20,85.27246857144648
2008-03-21,85.40820769238412
2008-03-24,85.73385570744611
2008-03-25,88.37925968068787
2008-03-26,89.12442242879273
2008-03-27,88.56197232019163
2008-03-28,89.40806681436342
2008-03-31,89.13428896960107
2008-04-01,88.7540069138443
2008-04-02,89.5508154055819
2008-04-03,89.60867619173118
2008-04-04,89.87651074461888
2008-04-07,89.92005121999755
2008-04-08,90.23826399350651
2008-04-09,90.63326261763096
2008-04-10,89.0208710234446
2008-04-11,89.61489547875182
2008-04-14,88.81846091457722
2008-04-15,87.64707665204438
2008-04-16,87.62957073609428
2008-04-17,87.73002796406206
2008-04-18,87.18771170154483
2008-04-21,87.90600297796517
2008-04-22,86.82876101897688
2008-04-23,86.52599079973326
2008-04-24,86.07943062572473
2008-04-25,86.07185374955127
2008-04-28,86.32935220179832
2008-04-29,85.5412014200936
2008-04-30,86.15897690175845
2008-05-01,86.24065113006758
2008-05-02,84.74244757806211
2008-05-05,83.2178494241868
2008-05-06,83.2374725226711
2008-05-07,83.0931173706371
2008-05-08,83.04119660483015
2008-05-09,83.04848571451565
2008-05-12,83.25499484177425
2008-05-13,84.03343495563084
2008-05-14,83.18507817763653
2008-05-15,82.2979398210049
2008-05-16,81.48079252761586
2008-05-19,81.73231911113585
2008-05-20,82.72859713730443
2008-05-21,82.42112240146025
2008-05-22,80.5239845564652
2008-05-23,79.26574342872289
2008-05-26,78.67195775330059
2008-05-27,78.28600986904937
2008-05-28,78.01196296828797
2008-05-29,78.06789729644754
2008-05-30,77.86568715029776
2008-06-02,78.66929231324345
2008-06-03,78.19590747373104
2008-06-04,77.58866568787224
2008-06-05,77.96800005850328
2008-06-06,76.8718858277883
2008-06-09,77.18264598260288
2008-06-10,77.28468855954407
2008-06-11,77.20427566779495
2008-06-12,78.39928605553665
2008-06-13,77.96715869784185
2008-06-16,79.52789702144312
2008-06-17,79.38662646248176
2008-06-18,78.46207860330102
2008-06-19,78.54159000201936
2008-06-20,77.7742900682866
2008-06-23,77.25098543920102
2008-06-24,77.56865900300302
2008-06-25,78.00441335820018
2008-06-26,77.57449162443756
2008-06-27,78.32923783425366
2008-06-30,79.21855438542266
2008-07-01,80.32930532463301
2008-07-02,80.76059584617059
2008-07-03,81.83659738173998
2008-07-04,80.42337374714494
2008-07-07,80.21039341621741
2008-07-08,79.58398292867474
2008-07-09,79.70175567897047
2008-07-10,79.30047425285981
2008-07-11,79.20395604399937
2008-07-14,80.65358952987475
2008-07-15,80.5527131841298
2008-07-16,80.89677382393745
2008-07-17,80.74785419959248
2008-07-18,80.83410711612824
2008-07-21,80.86717784414114
2008-07-22,81.23908517134348
2008-07-23,82.16749448130481
2008-07-24,83.4859515031184
2008-07-25,83.76005218124108
2008-07-28,84.25762474310834
2008-07-29,83.37567512347974
2008-07-30,83.33581652163556
